temperature,line_speed,shift,operator_experience,machine_age,defect
81.16,92.62,Day,4.6,31.2,0
76.06,80.43,Day,4.8,3.6,0
77.13,98.03,Day,7.4,34.4,0
75.26,105.98,Night,8.1,23.7,0
89.49,78.49,Night,6.3,22.0,0
78.84,68.29,Day,5.2,32.1,0
74.72,74.84,Day,6.6,40.2,0
73.91,67.48,Day,2.2,26.8,0
76.27,83.69,Day,5.3,11.6,0
73.26,101.61,Night,5.9,23.2,0
82.02,105.76,Night,10.2,10.0,0
72.38,101.09,Night,4.7,20.1,0
77.72,58.34,Day,5.4,38.4,0
76.03,58.9,Night,5.7,34.6,0
76.39,91.3,Night,5.9,20.5,0
77.79,87.77,Day,6.8,29.2,0
72.35,106.16,Night,8.3,35.2,0
68.94,81.23,Night,3.3,37.6,0
77.56,77.88,Night,8.7,14.0,0
70.83,113.86,Day,5.9,16.8,1
88.23,80.9,Day,7.4,21.2,0
78.03,85.47,Day,4.5,25.2,0
80.23,82.0,Night,5.4,17.9,0
70.04,83.29,Day,5.7,26.6,0
81.07,104.94,Night,5.2,25.4,0
62.86,78.05,Day,7.2,26.8,0
76.53,89.78,Night,2.7,9.8,0
74.41,77.28,Day,5.4,30.8,0
89.98,85.35,Day,7.3,13.5,0
82.26,102.86,Day,6.5,24.2,0
73.58,99.89,Day,10.1,17.8,1
79.5,82.92,Night,6.1,22.2,0
95.02,89.1,Day,2.6,33.8,0
81.87,90.36,Night,7.5,23.7,0
85.3,95.01,Day,5.5,22.4,0
81.07,95.24,Night,6.2,28.9,0
77.7,107.67,Day,4.6,27.4,0
82.59,74.88,Night,5.8,24.3,0
73.12,79.36,Day,4.0,27.4,0
74.94,75.35,Night,5.1,20.5,0
69.35,107.02,Night,4.8,29.2,0
82.99,74.68,Day,4.5,18.3,0
81.93,108.93,Night,5.6,19.5,0
75.28,75.55,Day,3.1,19.4,0
66.87,73.37,Day,6.0,19.4,0
83.96,86.68,Night,7.8,29.5,0
73.91,82.51,Day,5.4,42.8,0
77.33,82.59,Day,6.4,16.2,0
70.52,71.66,Day,6.2,9.9,0
75.22,85.0,Day,7.9,18.2,0
83.78,78.5,Night,4.4,30.2,1
70.43,86.72,Day,5.4,14.1,0
96.84,80.18,Night,4.9,27.2,0
77.84,47.95,Day,4.7,18.1,0
79.04,90.37,Day,9.0,38.1,0
74.53,97.52,Night,3.0,23.6,0
69.24,94.35,Night,3.2,27.6,0
84.25,86.78,Night,4.0,35.2,0
78.18,80.07,Day,6.2,30.3,0
75.75,78.22,Day,5.0,14.9,0
77.07,104.28,Day,9.8,19.5,0
76.17,84.25,Night,7.6,24.4,0
80.0,82.21,Night,7.0,21.6,0
93.19,91.39,Day,7.9,16.4,0
77.37,110.46,Day,7.6,21.3,0
84.26,92.1,Night,0.5,27.2,0
90.76,99.36,Night,8.5,31.2,0
73.75,160.98,Day,7.1,24.4,0
76.67,89.48,Day,6.5,30.6,0
83.48,78.27,Day,2.7,7.5,0
72.71,77.18,Night,7.2,25.0,0
84.44,96.34,Day,7.8,22.6,0
84.91,88.37,Night,10.5,24.5,0
78.61,82.21,Night,7.0,18.0,0
78.1,95.1,Day,1.6,14.2,0
79.57,70.39,Day,7.2,1.3,0
80.67,110.75,Night,5.8,19.3,0
73.0,89.57,Day,5.0,21.8,0
76.84,81.34,Night,7.1,30.4,0
75.86,107.15,Day,6.1,4.1,0
77.13,64.48,Day,7.2,24.5,0
77.65,68.22,Day,0.7,25.2,0
79.54,82.93,Night,6.0,15.6,0
82.31,73.09,Night,5.5,30.5,0
85.92,85.64,Night,4.4,20.9,0
91.18,104.78,Night,3.2,31.2,1
73.23,112.6,Day,6.2,21.2,0
86.31,74.09,Day,4.7,24.3,0
81.83,68.16,Night,3.0,22.3,0
85.84,99.46,Day,7.7,21.6,0
87.31,92.6,Night,6.2,13.8,0
77.18,84.34,Day,5.6,32.9,0
78.69,79.02,Night,3.3,22.8,0
75.81,56.44,Day,4.4,36.1,0
72.65,82.22,Day,8.6,22.7,0
66.67,80.61,Day,6.9,16.2,0
73.85,80.18,Night,6.4,24.3,0
77.46,86.56,Night,5.4,15.4,1
82.24,73.95,Night,4.1,27.9,0
87.81,94.75,Day,6.1,29.3,0
87.82,92.46,Night,6.2,22.3,0
72.61,81.1,Day,7.5,41.7,0
76.63,91.89,Night,7.0,18.4,0
76.83,92.53,Night,7.3,33.9,0
76.45,75.54,Day,4.8,34.1,0
75.76,89.53,Night,6.9,28.6,0
83.09,93.69,Night,7.8,16.8,0
79.05,91.82,Night,9.7,15.9,0
87.89,83.2,Day,5.4,13.8,0
74.02,84.39,Day,5.9,20.9,0
75.77,91.95,Night,4.4,22.7,0
78.35,70.31,Day,4.7,28.6,0
75.44,90.73,Day,7.1,35.3,0
75.11,79.86,Night,7.4,22.5,0
82.54,70.14,Night,3.1,34.4,0
79.35,63.12,Night,6.8,20.4,0
74.53,81.07,Day,6.4,23.5,0
75.93,58.71,Day,4.7,35.1,0
80.79,93.39,Night,8.2,13.7,0
79.42,62.33,Day,8.3,29.7,0
85.28,85.46,Night,3.8,14.9,0
74.83,87.47,Day,7.5,17.4,0
86.61,56.55,Night,6.7,23.2,0
74.61,80.55,Day,7.2,21.7,0
77.74,87.38,Day,4.9,18.0,0
80.18,70.26,Day,8.7,1,0
79.45,62.3,Day,6.3,20.8,0
75.8,79.7,Night,6.6,19.7,0
70.75,85.84,Day,6.2,20.4,0
82.16,106.62,Night,8.4,31.9,0
85.6,86.74,Night,6.4,11.1,0
91.72,100.29,Night,3.9,28.2,0
73.14,78.91,Day,2.9,41.6,0
78.52,68.2,Day,8.9,21.0,0
86.47,95.96,Day,7.2,15.8,0
64.82,84.17,Day,4.8,33.7,0
82.75,70.24,Night,7.9,29.3,0
71.47,89.48,Day,6.0,33.2,0
86.14,82.29,Day,3.6,17.7,0
77.9,90.65,Day,9.2,16.2,0
84.41,100.81,Night,5.6,13.4,0
71.5,115.67,Night,3.9,31.7,0
80.86,94.66,Night,5.2,14.2,0
82.29,90.74,Day,6.0,20.1,0
83.21,83.91,Day,5.3,28.0,0
75.09,93.98,Day,6.3,29.9,0
80.03,75.21,Day,8.6,26.6,0
76.59,83.88,Night,7.6,18.7,0
79.7,109.57,Night,8.4,18.1,1
85.45,71.46,Day,7.5,20.0,0
71.67,75.4,Night,5.8,33.6,0
80.43,90.41,Night,3.6,21.6,0
82.86,87.06,Day,7.3,17.8,0
86.99,78.29,Night,7.4,24.4,0
69.45,106.62,Day,8.4,21.8,0
74.21,75.88,Night,7.1,19.7,1
68.87,88.77,Night,4.9,24.2,0
74.8,94.77,Day,6.7,29.4,0
73.91,77.37,Day,6.3,32.5,0
74.23,71.86,Day,3.4,26.6,0
89.85,110.74,Day,3.6,36.3,0
86.21,69.43,Day,2.3,28.4,0
90.87,95.84,Night,3.2,23.1,0
71.8,95.71,Day,3.5,15.5,0
80.21,101.56,Day,4.8,16.1,0
74.62,74.17,Day,7.3,20.9,0
86.91,90.36,Night,5.6,18.3,0
87.5,71.23,Day,8.6,9.7,0
67.41,85.65,Day,8.8,25.7,0
79.53,100.04,Night,7.5,21.5,0
75.07,95.54,Day,4.9,26.0,0
78.3,99.75,Day,2.4,11.0,0
71.09,82.45,Day,4.2,32.5,0
73.92,85.46,Night,7.5,31.5,0
84.36,93.64,Night,5.4,33.3,0
113.88,81.23,Night,5.6,37.2,0
77.15,67.51,Day,8.0,25.0,0
74.61,99.5,Day,4.3,21.3,0
72.38,69.18,Day,8.2,15.5,0
82.96,78.67,Day,5.1,9.3,0
129.82,89.8,Night,7.1,14.4,0
78.01,54.05,Night,5.0,25.5,0
83.33,78.74,Day,5.0,35.1,0
73.66,73.35,Day,7.5,18.0,0
72.39,73.97,Day,5.8,37.5,0
80.94,90.36,Night,6.0,16.7,0
83.03,89.93,Day,9.4,24.5,0
89.93,83.36,Day,7.1,1.9,0
73.99,107.24,Night,6.0,22.8,0
71.94,60.99,Day,6.5,30.9,0
83.23,67.49,Day,5.5,21.9,0
83.33,92.35,Night,5.4,28.6,0
84.56,86.08,Night,5.3,12.3,0
84.62,94.96,Day,6.0,11.4,0
72.52,78.15,Day,6.1,19.2,0
87.06,63.51,Night,4.2,17.2,0
74.06,94.78,Night,5.4,13.5,0
71.53,81.86,Day,6.7,20.8,0
80.14,96.57,Night,4.6,36.3,0
82.35,93.53,Day,4.8,21.5,0
82.16,104.07,Night,8.3,30.7,0
80.79,96.93,Day,5.6,19.4,0
73.68,86.47,Day,7.0,16.7,0
75.8,91.44,Day,6.1,23.6,0
81.69,74.81,Day,5.1,10.1,0
79.64,100.08,Night,4.0,28.7,0
91.64,81.17,Day,6.0,11.4,0
86.85,87.09,Day,7.8,31.2,0
80.35,70.16,Day,9.2,28.2,0
87.44,88.81,Day,10.7,17.9,0
84.02,74.04,Day,6.8,21.9,0
82.95,83.86,Day,6.0,13.1,0
77.59,78.51,Day,5.1,26.9,0
73.98,77.26,Day,8.1,15.6,0
86.01,92.29,Day,6.2,22.9,0
84.71,104.87,Night,4.3,24.6,0
95.55,78.26,Day,8.6,34.5,0
107.95,93.38,Night,7.0,23.8,0
77.94,80.84,Day,7.7,27.3,0
75.82,85.94,Day,7.4,8.2,0
78.64,90.36,Day,6.7,18.2,0
72.54,77.96,Night,6.4,9.5,0
81.25,87.99,Night,7.3,22.4,0
92.39,92.53,Day,3.5,17.9,1
78.93,78.74,Night,8.6,25.7,0
79.99,89.02,Day,8.1,3.1,0
91.8,103.62,Day,5.3,25.0,0
68.08,94.11,Day,6.3,40.0,0
89.09,99.54,Day,6.9,37.1,0
83.7,82.58,Day,6.7,23.4,0
63.73,79.38,Day,5.4,31.6,0
66.0,113.01,Day,4.4,27.0,0
88.22,81.03,Day,7.7,34.8,0
74.55,75.7,Day,7.1,26.8,0
78.01,67.27,Night,6.6,15.6,0
78.33,85.68,Night,10.2,11.6,0
79.91,103.96,Night,6.7,36.5,0
78.31,98.48,Day,8.0,19.9,0
78.63,86.61,Day,7.2,30.5,0
82.09,87.23,Day,8.8,29.9,0
85.98,132.84,Night,8.2,24.7,0
73.41,98.27,Day,3.6,15.2,0
95.89,92.85,Night,9.5,24.5,0
77.83,74.67,Day,5.6,26.2,0
80.6,107.46,Night,5.6,34.8,0
87.93,95.69,Night,8.1,35.2,1
80.93,93.28,Night,6.0,20.3,0
74.5,85.17,Night,5.1,28.5,0
68.48,82.23,Day,5.1,19.7,0
90.15,99.57,Day,4.5,24.8,0
75.6,97.99,Day,5.4,24.3,1
80.98,54.3,Day,7.9,19.4,0
80.47,67.79,Day,6.9,18.0,0
88.44,99.72,Night,6.1,12.8,0
73.99,95.34,Night,7.2,14.3,0
78.46,75.05,Night,5.0,26.2,0
83.74,79.03,Day,6.1,25.8,0
82.09,74.04,Day,4.6,48.5,0
78.36,75.12,Day,5.4,26.1,0
79.18,93.09,Day,5.1,35.6,0
82.11,100.9,Day,4.8,28.7,0
81.61,111.2,Day,6.0,25.9,0
67.21,70.7,Day,7.3,21.5,0
72.43,85.28,Night,3.7,17.1,0
91.59,83.69,Night,4.7,5.3,0
91.27,95.9,Night,9.1,28.1,1
70.93,90.71,Night,8.5,25.3,0
74.68,96.28,Day,3.3,14.8,0
76.2,101.17,Day,5.5,22.1,0
76.34,113.71,Night,7.5,1.0,0
84.26,82.44,Day,3.2,24.5,0
78.8,122.85,Day,6.3,27.4,0
82.42,68.38,Night,6.0,20.3,0
80.33,77.64,Night,7.9,13.9,0
81.09,90.36,Day,7.0,15.6,0
80.81,95.5,Day,7.0,12.4,0
75.21,76.96,Night,5.9,26.2,0
77.23,98.9,Night,4.2,23.3,0
69.33,74.59,Day,7.6,30.4,0
89.01,76.23,Night,6.7,21.6,0
86.98,93.01,Day,10.8,21.7,0
89.84,79.51,Night,9.1,23.3,0
79.15,111.18,Night,5.6,14.0,0
78.95,78.89,Night,3.6,30.9,1
86.15,77.07,Night,3.2,26.5,0
69.73,89.15,Day,7.4,19.5,0
81.73,88.31,Day,8.2,21.9,0
76.86,88.32,Night,5.9,25.2,0
84.9,94.26,Day,8.8,13.5,0
79.75,93.05,Day,4.3,39.9,0
79.13,100.95,Night,10.0,21.2,0
78.02,83.55,Day,4.3,18.9,0
69.26,83.37,Day,8.1,23.0,0
77.42,86.9,Night,3.0,20.9,0
87.09,83.87,Day,4.3,17.3,0
78.26,82.23,Day,6.6,31.5,0
92.67,91.61,Day,6.1,31.8,0
79.69,91.45,Day,5.2,28.8,0
85.99,66.14,Night,7.1,35.2,0
78.24,85.64,Day,4.9,26.3,0
74.59,71.72,Day,6.2,29.9,0
68.49,102.58,Day,6.0,26.2,0
80.94,104.75,Night,3.9,31.4,1
73.1,79.8,Day,9.9,21.5,0
68.44,69.42,Day,9.4,16.7,0
82.4,76.04,Day,5.2,30.3,0
69.77,90.08,Night,5.8,23.9,0
94.06,70.99,Day,5.8,13.0,0
71.01,76.24,Day,6.0,25.5,0
86.36,67.67,Day,5.4,25.1,0
87.38,84.69,Night,2.5,21.9,0
74.93,90.33,Night,5.5,21.4,1
72.15,85.59,Night,6.7,29.9,0
94.31,88.84,Day,7.6,20.8,0
75.19,64.52,Day,6.2,31.3,0
82.48,101.57,Night,9.4,30.6,0
78.44,89.98,Night,8.6,11.9,0
83.59,73.89,Night,6.7,13.1,0
76.18,83.58,Day,4.7,28.7,0
88.45,129.9,Night,3.6,27.9,0
91.0,99.51,Day,9.2,21.7,0
72.73,85.2,Night,7.0,36.5,0
82.99,68.74,Day,4.1,22.9,0
76.14,78.11,Night,6.8,8.8,0
77.21,81.19,Night,7.7,13.2,0
75.17,68.8,Night,3.1,33.4,0
77.39,84.62,Night,7.4,21.9,0
85.78,87.7,Night,5.6,24.1,0
85.03,95.14,Night,4.4,19.8,1
79.96,88.32,Night,5.3,12.0,0
79.79,78.99,Night,7.9,24.3,0
82.47,85.75,Day,11.0,37.7,0
71.81,100.43,Day,4.5,44.1,0
79.28,102.7,Day,7.4,28.2,0
71.69,85.17,Night,3.5,12.1,0
61.49,84.91,Day,3.8,31.3,0
75.38,99.36,Day,7.6,18.3,0
72.25,70.92,Day,7.7,25.6,0
73.94,99.03,Night,7.5,34.5,1
78.9,92.57,Day,6.0,21.4,0
71.26,77.9,Day,3.5,8.3,0
84.24,73.58,Day,5.6,21.5,0
85.79,68.59,Night,6.9,20.7,0
84.21,112.84,Night,6.4,27.4,0
68.14,102.2,Night,4.5,24.2,0
89.2,89.17,Day,5.6,23.5,0
77.3,75.85,Day,6.9,26.9,0
74.48,93.58,Night,6.9,17.2,0
70.4,86.29,Day,5.2,37.4,0
96.56,90.73,Day,5.8,10.9,0
82.28,93.39,Night,8.4,27.4,0
75.9,88.62,Night,8.0,23.3,0
79.18,67.34,Night,6.9,39.4,0
69.75,86.83,Day,6.8,35.0,0
83.01,69.85,Day,9.0,30.7,0
75.35,80.09,Night,6.3,20.0,0
69.6,79.79,Day,7.9,28.5,0
76.43,95.06,Night,2.8,28.3,0
89.35,87.93,Night,6.8,14.4,0
81.77,83.05,Day,5.2,36.5,0
82.11,87.05,Night,5.1,23.5,0
86.68,74.44,Day,8.2,30.7,0
89.25,70.47,Night,5.5,9.7,1
68.41,66.12,Day,2.5,17.8,0
72.8,86.63,Day,6.4,35.4,0
75.81,99.97,Day,8.6,6.2,0
73.45,89.82,Night,5.4,19.8,0
74.12,96.68,Day,6.2,23.5,0
79.41,78.6,Day,7.3,15.3,0
79.4,90.09,Night,5.6,31.8,0
77.61,98.38,Night,7.1,18.8,0
74.02,93.09,Day,4.7,18.3,0
69.99,100.29,Night,5.5,36.7,1
79.15,66.88,Night,9.0,13.4,0
71.94,100.18,Night,6.2,24.8,0
72.3,99.84,Day,5.2,20.2,0
85.48,93.43,Day,5.6,14.4,0
80.81,85.89,Day,6.7,12.1,0
74.18,84.47,Day,8.4,9.4,0
77.91,83.92,Night,4.9,29.9,0
70.43,79.67,Day,1.8,24.2,0
75.1,74.03,Day,5.9,17.4,0
76.89,68.52,Day,6.0,18.3,0
83.67,80.0,Night,8.3,22.3,0
81.14,76.89,Day,8.5,35.0,0
72.7,89.14,Night,5.8,10.1,0
87.07,87.87,Night,5.0,17.1,0
82.27,87.3,Day,3.9,32.3,0
72.61,88.28,Day,5.7,31.1,0
77.12,86.37,Night,6.5,24.4,0
83.4,69.8,Night,5.1,20.0,0
86.16,85.33,Night,5.5,33.8,1
77.94,106.19,Day,7.7,29.9,0
73.31,84.89,Day,5.1,20.5,0
84.98,78.42,Night,7.7,9.5,0
73.99,83.16,Night,7.2,38.0,0
85.46,77.42,Day,7.8,15.5,0
71.51,106.29,Day,2.6,36.6,0
76.19,96.52,Day,3.7,8.4,0
84.73,84.59,Night,10.8,17.7,0
77.63,96.03,Day,2.7,36.1,0
83.17,73.81,Day,6.5,33.5,0
81.27,89.14,Day,7.2,38.4,0
85.9,67.85,Day,5.7,19.3,0
75.15,96.82,Night,4.6,19.6,0
72.35,72.68,Day,6.9,16.8,0
78.25,89.55,Day,4.6,11.0,0
70.75,97.22,Night,6.9,16.5,0
77.67,97.93,Day,3.4,19.3,0
74.91,77.64,Day,6.1,32.4,0
77.67,72.39,Night,3.4,20.4,0
77.12,100.97,Night,4.1,31.3,0
79.15,66.45,Day,3.8,17.9,0
83.39,59.22,Day,5.2,21.2,0
75.84,88.95,Day,3.2,17.6,0
79.75,67.09,Day,7.1,23.4,0
94.68,85.28,Day,7.7,12.1,0
76.32,97.48,Night,5.3,24.2,0
81.11,80.28,Night,3.4,27.7,0
67.42,69.68,Night,5.2,28.3,0
81.69,89.4,Night,4.6,10.5,0
74.67,96.5,Day,6.0,20.5,0
73.0,95.02,Day,7.8,23.6,0
80.51,81.4,Day,5.5,28.0,0
84.85,77.17,Night,4.6,34.7,0
86.72,94.03,Day,5.5,29.1,0
77.09,100.41,Day,4.5,25.0,0
85.44,97.31,Night,3.9,31.2,0
75.17,79.33,Day,2.5,30.0,0
84.82,95.41,Night,3.2,37.8,0
82.23,102.5,Night,4.8,26.5,0
74.83,85.73,Day,3.8,23.0,0
88.09,94.9,Night,4.5,27.4,0
89.55,93.67,Night,10.4,32.0,0
76.43,76.86,Night,4.8,32.1,0
82.71,82.46,Night,6.7,27.1,0
77.62,91.72,Night,7.1,26.1,0
84.73,100.0,Day,6.7,35.8,0
77.52,70.87,Day,8.3,17.6,0
82.93,98.63,Day,5.4,33.7,0
83.01,66.55,Night,6.0,25.0,0
76.51,81.97,Night,6.7,21.2,0
80.56,105.55,Night,4.1,5.2,0
68.18,103.75,Day,6.0,14.0,0
72.83,94.77,Day,7.2,13.9,0
76.57,82.67,Night,7.3,14.7,0
79.45,91.5,Night,7.9,22.7,0
75.77,92.84,Day,5.4,25.1,0
72.31,81.4,Day,5.4,16.7,0
85.82,97.92,Night,5.0,26.5,0
79.14,107.42,Day,8.3,24.1,0
80.56,83.3,Day,5.9,26.7,0
88.71,96.59,Day,3.6,26.6,0
85.02,107.75,Night,9.2,23.8,0
81.31,81.18,Day,7.3,19.4,0
81.07,93.53,Day,4.4,31.4,0
80.21,104.52,Day,4.5,13.1,0
80.37,85.74,Day,7.4,28.7,0
86.48,86.57,Night,3.6,49.6,0
89.81,81.35,Night,9.8,10.7,0
71.77,87.04,Day,6.6,11.1,0
71.48,89.03,Day,4.0,26.8,0
80.36,76.24,Night,6.5,23.6,0
79.73,81.89,Day,7.7,35.3,0
78.11,83.26,Night,3.7,19.2,0
73.11,82.53,Day,4.0,24.8,0
81.13,72.89,Day,6.8,13.6,0
80.19,88.06,Day,5.0,25.5,0
84.65,82.56,Day,5.3,36.7,0
74.65,93.16,Day,9.3,6.6,0
88.92,76.26,Night,2.8,28.2,0
68.76,102.5,Day,3.6,31.4,0
76.26,76.14,Day,7.1,29.0,0
82.01,97.01,Day,7.3,24.6,0
91.08,66.25,Night,5.3,18.9,0
72.62,83.33,Day,6.0,27.7,0
84.66,97.79,Night,5.7,45.2,0
86.08,76.52,Day,4.3,14.4,0
85.85,92.42,Night,6.8,6.9,0
86.72,104.79,Day,5.0,18.8,0
71.64,76.98,Day,5.8,24.9,0
75.72,95.21,Day,9.3,12.3,0
81.38,89.77,Night,3.5,15.0,1
95.06,86.46,Day,6.3,18.6,0
73.72,112.81,Day,7.5,26.6,0
82.18,83.98,Night,2.5,32.3,0
73.44,88.13,Day,6.7,18.9,0
76.03,99.49,Day,7.2,22.1,1
85.49,74.42,Day,6.5,33.7,0
69.52,113.45,Day,6.6,27.5,0
78.29,72.25,Night,5.1,24.9,0
83.61,97.28,Day,4.5,32.4,1
103.82,92.07,Day,4.5,3.7,0
86.6,81.17,Day,7.0,30.2,0
79.02,95.47,Night,7.5,26.6,0
77.92,101.7,Night,5.3,40.5,0
74.95,88.45,Day,6.9,16.2,0
73.7,115.07,Day,4.5,35.1,0
73.07,60.39,Day,6.5,23.7,0
87.4,97.94,Night,4.5,35.1,0
82.51,105.0,Night,3.5,14.9,0
72.9,81.06,Day,5.2,8.3,0
80.18,89.42,Day,6.0,21.1,0
71.46,74.2,Day,1.0,26.1,0
75.3,81.79,Day,5.6,24.8,0
68.48,82.06,Day,5.0,25.0,0
94.06,92.71,Night,5.2,30.9,0
75.13,83.04,Night,5.1,34.9,0
77.55,100.52,Day,1.6,19.8,0
73.76,86.46,Day,5.2,14.4,0
87.55,84.3,Day,3.8,25.5,1
72.01,68.32,Day,4.6,18.4,0
73.18,80.85,Day,8.1,8.7,0
82.32,93.46,Night,5.4,24.1,0
78.15,88.57,Day,4.5,13.9,0
74.39,81.0,Day,9.9,23.2,0
71.92,71.63,Night,6.6,21.3,0
68.07,83.46,Day,7.5,33.7,0
74.77,90.67,Night,7.5,18.0,0
74.65,81.94,Night,7.5,26.3,0
83.22,80.31,Night,7.9,9.6,0
76.71,92.44,Day,3.3,31.5,0
76.01,88.93,Day,5.2,25.6,0
88.71,97.48,Day,2.9,22.2,0
65.57,73.74,Day,10.7,43.7,0
71.24,91.56,Day,4.7,19.9,0
78.07,80.69,Day,5.2,23.0,0
82.87,101.18,Night,3.6,32.2,0
74.24,82.69,Night,6.3,28.5,0
85.09,61.85,Day,7.4,19.8,0
86.57,84.51,Day,3.3,26.5,0
79.54,83.24,Day,3.3,14.4,0
79.42,95.88,Night,1.9,19.6,0
85.29,103.79,Day,7.9,19.0,0
82.99,57.04,Day,10.3,24.5,0
72.65,104.4,Night,5.0,24.3,0
74.31,87.68,Night,7.3,22.7,0
77.36,72.3,Night,7.3,34.1,0
70.23,73.65,Night,5.4,28.8,0
78.93,68.17,Day,8.9,19.1,0
85.02,76.05,Night,2.9,26.4,0
90.92,79.26,Day,5.4,23.2,0
74.83,89.63,Day,9.3,21.4,0
71.41,79.62,Day,5.7,27.1,0
68.06,89.39,Night,5.1,21.8,0
87.74,84.1,Night,5.7,36.8,0
71.12,70.95,Day,6.6,17.2,0
78.7,82.06,Day,8.4,24.4,0
77.77,79.67,Night,10.4,33.3,0
77.2,97.37,Day,5.9,16.7,0
82.67,80.17,Day,6.8,31.8,0
90.03,105.45,Night,9.1,22.2,0
73.74,80.95,Night,7.9,30.0,0
75.06,99.98,Night,6.9,33.6,0
80.49,68.5,Day,6.2,17.2,0
74.31,80.9,Night,8.3,30.0,0
81.3,84.9,Day,8.5,14.0,0
83.41,116.19,Night,7.2,32.5,1
77.21,103.53,Day,4.3,19.2,0
75.85,107.03,Night,4.5,31.3,0
66.7,91.7,Day,4.4,18.1,0
71.21,86.68,Day,4.4,29.5,0
77.18,103.18,Day,8.5,30.9,0
72.05,85.88,Night,4.9,18.3,0
76.76,85.71,Night,2.5,30.0,0
84.08,104.99,Night,8.2,13.3,0
84.74,67.81,Day,3.9,17.9,0
80.45,81.13,Night,4.2,32.6,0
78.33,94.91,Day,6.0,28.4,0
88.12,100.64,Night,8.9,18.4,1
83.76,85.22,Night,5.5,33.7,0
83.61,82.35,Night,7.1,32.0,0
76.15,72.45,Day,4.8,23.2,0
82.53,113.05,Day,9.7,31.8,0
74.86,85.81,Day,4.6,13.6,0
78.96,99.31,Day,6.6,36.8,0
85.99,94.68,Day,5.9,41.9,0
80.0,76.89,Day,8.3,18.6,0
79.39,69.43,Day,7.7,13.6,0
89.9,93.07,Day,3.1,12.9,0
88.06,78.51,Day,5.4,8.3,0
66.02,62.58,Day,6.5,26.4,0
97.26,93.19,Day,5.2,11.2,0
78.28,76.46,Day,8.0,37.3,0
65.63,74.95,Day,7.4,34.4,0
84.38,104.46,Night,8.4,30.9,0
75.55,91.05,Day,4.0,35.6,0
86.77,70.91,Day,4.6,31.1,0
75.69,80.49,Day,4.0,29.4,0
85.2,95.62,Night,4.1,24.9,1
79.77,79.05,Day,5.4,19.2,0
85.35,81.94,Day,6.4,27.1,0
78.73,94.25,Day,6.9,26.7,0
80.95,91.47,Night,3.2,19.6,1
80.28,93.22,Day,9.7,20.1,0
72.97,104.0,Day,4.1,29.5,0
71.31,84.77,Night,7.0,15.4,0
81.3,88.43,Night,7.9,20.7,0
88.8,104.14,Night,7.6,18.7,0
81.67,89.83,Night,7.4,32.4,0
76.17,95.78,Night,4.3,30.0,1
87.13,74.96,Night,8.9,7.7,0
73.43,75.96,Day,6.4,29.9,0
75.87,71.84,Night,3.8,23.4,0
93.07,71.22,Day,5.4,35.5,0
70.88,86.39,Night,8.7,17.0,0
78.01,77.93,Day,2.8,34.5,0
73.01,90.32,Day,7.7,27.7,0
79.43,93.74,Night,7.8,39.8,0
78.78,101.73,Day,6.1,17.8,0
84.9,106.04,Day,5.3,29.1,0
92.55,72.05,Night,4.9,31.8,1
80.52,76.89,Day,6.4,19.5,0
77.41,94.1,Day,7.2,11.8,0
74.67,65.65,Day,9.8,43.0,0
83.72,84.38,Night,5.2,4.0,0
74.88,87.16,Day,7.2,12.2,0
83.52,94.89,Night,8.1,35.1,0
72.69,87.21,Night,4.9,17.6,0
74.99,79.4,Night,8.6,43.9,0
81.01,98.84,Night,7.5,29.7,0
80.56,86.15,Night,3.5,41.3,0
70.04,90.49,Day,3.6,37.6,0
76.75,98.02,Day,3.7,25.5,0
84.18,83.52,Day,4.3,24.1,0
89.86,75.13,Day,7.4,23.2,0
84.68,79.79,Day,5.7,23.5,0
75.34,85.49,Day,6.1,26.5,0
79.96,90.72,Day,3.4,32.2,0
77.15,82.0,Day,4.1,20.0,0
71.01,71.91,Night,5.9,35.5,0
74.69,71.51,Day,12.1,27.3,0
82.86,107.75,Day,8.3,26.4,0
67.09,80.68,Day,3.6,25.0,0
80.94,85.2,Night,7.5,38.0,1
75.75,65.44,Day,7.5,28.0,0
74.64,98.0,Night,5.5,21.6,0
69.98,72.81,Day,6.8,5.5,0
68.0,87.51,Day,4.6,20.5,0
71.0,84.66,Night,3.0,30.8,0
72.9,104.57,Day,6.8,32.5,0
74.03,82.33,Night,3.4,23.3,0
77.58,72.23,Day,4.9,19.7,0
75.1,83.81,Day,2.7,22.7,0
70.24,88.96,Day,6.7,29.9,0
75.03,89.35,Day,8.9,23.8,0
66.22,69.11,Night,2.3,30.1,0
89.16,77.9,Day,6.9,19.9,1
65.43,62.7,Day,8.8,8.5,0
85.15,74.71,Day,7.2,19.0,0
82.68,67.55,Day,7.9,32.6,0
87.21,51.66,Day,7.5,29.0,0
81.6,81.02,Day,4.6,19.4,0
82.27,70.63,Night,4.1,20.3,0
73.58,72.95,Night,8.0,28.0,0
82.9,123.73,Day,5.5,21.0,0
87.45,79.77,Night,7.0,35.0,0
84.34,104.74,Night,5.9,25.2,0
84.32,67.64,Night,6.5,37.4,0
74.52,101.48,Day,5.5,27.5,0
81.31,96.25,Night,5.7,33.2,0
74.16,101.56,Night,6.6,23.8,0
72.87,111.29,Day,6.7,14.1,0
74.56,83.43,Night,5.5,21.0,0
76.8,97.14,Night,7.0,21.3,0
